condition,task,run,model,timestamp,success,input_tokens,input_tokens_cached,output_tokens,reasoning_tokens,total_cost_usd,wall_clock_seconds,turn_count,command_count,error_count
agent-browser,github_issue_investigation,2,claude-sonnet-4-6,2026-03-26T22:02:39.532Z,true,203087,173948,933,0,0.17544540000000003,23.734,6,0,0
agent-browser-axi,wikipedia_deep_extraction,5,claude-sonnet-4-6,2026-03-26T22:02:43.179Z,true,242648,213614,1273,0,0.1920507,37.518,7,0,0
pinchtab,multi_page_comparison,1,claude-sonnet-4-6,2026-03-26T22:02:55.539Z,true,329918,302710,1427,0,0.21423975,32.24,10,0,0
chrome-devtools-mcp,wikipedia_deep_extraction,3,claude-sonnet-4-6,2026-03-26T22:03:02.988Z,true,330308,305066,2121,0,0.2179863,47.967,7,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_deep_extraction,3,claude-sonnet-4-6,2026-03-26T22:03:05.585Z,true,231076,194829,1095,0,0.2107947,29.303,6,0,0
agent-browser-axi,github_issue_investigation,1,claude-sonnet-4-6,2026-03-26T22:03:14.080Z,true,137059,108488,708,0,0.1503039,19.564,4,0,0
agent-browser,github_issue_investigation,3,claude-sonnet-4-6,2026-03-26T22:03:14.307Z,true,202237,171953,1034,0,0.18065564999999997,26.353,6,0,0
chrome-devtools-mcp,wikipedia_deep_extraction,4,claude-sonnet-4-6,2026-03-26T22:03:30.316Z,true,140439,117339,556,0,0.1301637,18.056,3,0,0
chrome-devtools-mcp-search,multi_page_comparison,4,claude-sonnet-4-6,2026-03-26T22:03:39.294Z,true,401607,373962,2173,0,0.2484396,53.527,12,0,0
agent-browser-axi,github_issue_investigation,2,claude-sonnet-4-6,2026-03-26T22:03:42.148Z,true,108263,72567,520,0,0.1634271,19.99,3,0,0
chrome-devtools-mcp-code,multi_page_comparison,1,claude-sonnet-4-6,2026-03-26T22:03:46.029Z,true,657080,624373,4235,0,0.37347389999999997,81.103,18,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_deep_extraction,4,claude-sonnet-4-6,2026-03-26T22:03:48.358Z,true,242354,211786,1198,0,0.1961298,36.152,7,0,0
agent-browser,github_issue_investigation,4,claude-sonnet-4-6,2026-03-26T22:03:51.776Z,true,233872,205238,1190,0,0.18679290000000004,27.815,7,0,0
pinchtab,multi_page_comparison,2,claude-sonnet-4-6,2026-03-26T22:04:00.867Z,true,426968,399737,2090,0,0.25337685,56.861,13,0,0
agent-browser-axi,github_issue_investigation,3,claude-sonnet-4-6,2026-03-26T22:04:08.402Z,true,108262,72567,516,0,0.16336335,17.171,3,0,0
chrome-devtools-mcp,wikipedia_deep_extraction,5,claude-sonnet-4-6,2026-03-26T22:04:17.763Z,true,236730,212304,1205,0,0.17335920000000002,26.842,5,0,0
chrome-devtools-mcp-search,multi_page_comparison,5,claude-sonnet-4-6,2026-03-26T22:04:20.313Z,true,326425,301007,1301,0,0.20512485,32.454,10,0,0
agent-browser,github_issue_investigation,5,claude-sonnet-4-6,2026-03-26T22:04:21.093Z,true,132848,104690,679,0,0.14718075,19.087,4,0,0
pinchtab,multi_page_comparison,3,claude-sonnet-4-6,2026-03-26T22:04:25.926Z,true,161876,136165,580,0,0.14596125,17.096,5,0,0
chrome-devtools-mcp-compressed-cli,wikipedia_deep_extraction,5,claude-sonnet-4-6,2026-03-26T22:04:34.338Z,true,210898,177817,1149,0,0.1946286,33.356,6,0,0
agent-browser-axi,github_issue_investigation,4,claude-sonnet-4-6,2026-03-26T22:04:35.093Z,true,108264,72567,516,0,0.16337084999999998,16.59,3,0,0
chrome-devtools-mcp,github_issue_investigation,1,claude-sonnet-4-6,2026-03-26T22:04:50.689Z,true,157266,117116,392,0,0.1915743,20.949,3,0,0
agent-browser,multi_site_research,1,claude-sonnet-4-6,2026-03-26T22:04:59.527Z,true,367274,339985,1026,0,0.21971024999999997,29.564,11,0,0
agent-browser-axi,github_issue_investigation,5,claude-sonnet-4-6,2026-03-26T22:05:02.485Z,true,137050,108484,704,0,0.15022395,19.02,4,0,0
pinchtab,multi_page_comparison,4,claude-sonnet-4-6,2026-03-26T22:05:08.149Z,true,294223,267876,1340,0,0.19925654999999998,33.3,9,0,0
chrome-devtools-mcp-compressed-cli,github_issue_investigation,1,claude-sonnet-4-6,2026-03-26T22:05:10.195Z,true,200204,169737,967,0,0.1796721,27.254,6,0,0
chrome-devtools-mcp-code,multi_page_comparison,2,claude-sonnet-4-6,2026-03-26T22:05:13.565Z,true,538591,508509,4042,0,0.3259782,82.137,15,0,0
chrome-devtools-mcp-search,wikipedia_search_click,1,claude-sonnet-4-6,2026-03-26T22:05:15.423Z,true,442691,414324,1945,0,0.25983495,50.959,13,0,0
chrome-devtools-mcp,github_issue_investigation,2,claude-sonnet-4-6,2026-03-26T22:05:17.837Z,true,157266,117116,396,0,0.19163429999999998,18.887,3,0,0
agent-browser-axi,multi_site_research,1,claude-sonnet-4-6,2026-03-26T22:05:30.965Z,true,164356,138147,611,0,0.14888835,19.704,6,0,0
pinchtab,multi_page_comparison,5,claude-sonnet-4-6,2026-03-26T22:05:31.434Z,true,160286,135349,587,0,0.14291895000000002,15.205,5,0,0
agent-browser,multi_site_research,2,claude-sonnet-4-6,2026-03-26T22:05:34.847Z,true,300920,273532,1020,0,0.2000571,26.377,9,0,0
chrome-devtools-mcp,github_issue_investigation,3,claude-sonnet-4-6,2026-03-26T22:05:42.624Z,true,157266,117286,410,0,0.19125779999999998,18.624,3,0,0
chrome-devtools-mcp-compressed-cli,github_issue_investigation,2,claude-sonnet-4-6,2026-03-26T22:05:43.688Z,true,166939,135568,770,0,0.16985715,25.536,5,0,0
chrome-devtools-mcp-search,wikipedia_search_click,2,claude-sonnet-4-6,2026-03-26T22:06:02.290Z,true,371399,343646,1693,0,0.23255204999999995,39.04,11,0,0
chrome-devtools-mcp,github_issue_investigation,4,claude-sonnet-4-6,2026-03-26T22:06:09.204Z,true,157266,117286,402,0,0.1911378,17.99,3,0,0
agent-browser-axi,multi_site_research,2,claude-sonnet-4-6,2026-03-26T22:06:09.679Z,true,199436,172215,720,0,0.16453800000000002,29.013,6,0,0
chrome-devtools-mcp-compressed-cli,github_issue_investigation,3,claude-sonnet-4-6,2026-03-26T22:06:17.611Z,true,166919,136751,752,0,0.1654308,25.206,5,0,0
chrome-devtools-mcp,github_issue_investigation,5,claude-sonnet-4-6,2026-03-26T22:06:36.617Z,true,155658,115678,392,0,0.1905054,19.142,3,0,0
agent-browser,multi_site_research,3,claude-sonnet-4-6,2026-03-26T22:06:38.691Z,true,528720,496678,2443,0,0.30579389999999995,55.378,15,0,0
chrome-devtools-mcp-search,wikipedia_search_click,3,claude-sonnet-4-6,2026-03-26T22:06:39.087Z,true,300277,273629,1165,0,0.19948470000000004,28.244,9,0,0
chrome-devtools-mcp-compressed-cli,github_issue_investigation,4,claude-sonnet-4-6,2026-03-26T22:06:55.757Z,true,166933,136545,768,0,0.166434,29.334,5,0,0
chrome-devtools-mcp-code,multi_page_comparison,3,claude-sonnet-4-6,2026-03-26T22:07:01.602Z,true,796788,762649,5095,0,0.43322445,99.088,21,0,0
agent-browser-axi,multi_site_research,3,claude-sonnet-4-6,2026-03-26T22:07:02.856Z,true,247775,217493,2066,0,0.20978940000000001,44.876,7,0,0
chrome-devtools-mcp-search,wikipedia_search_click,4,claude-sonnet-4-6,2026-03-26T22:07:18.815Z,false,31071,8603,1,0,0.08684940000000001,25.561,0,0,0
chrome-devtools-mcp-compressed-cli,github_issue_investigation,5,claude-sonnet-4-6,2026-03-26T22:07:29.300Z,true,167059,136655,787,0,0.16681200000000002,24.811,5,0,0
agent-browser,multi_site_research,4,claude-sonnet-4-6,2026-03-26T22:07:30.977Z,true,584565,554668,1587,0,0.30230565,43.337,17,0,0
agent-browser-axi,multi_site_research,4,claude-sonnet-4-6,2026-03-26T22:07:31.990Z,true,199952,171689,721,0,0.1683027,20.653,6,0,0
chrome-devtools-mcp,multi_site_research,1,claude-sonnet-4-6,2026-03-26T22:07:34.076Z,true,574699,549686,1676,0,0.28383330000000007,48.931,12,0,0
chrome-devtools-mcp-code,multi_page_comparison,4,claude-sonnet-4-6,2026-03-26T22:07:49.004Z,true,314194,285322,2043,0,0.22450409999999998,40.121,9,0,0
chrome-devtools-mcp-search,wikipedia_search_click,5,claude-sonnet-4-6,2026-03-26T22:08:03.132Z,true,301660,274521,1224,0,0.20247854999999998,35.47,9,0,0
agent-browser,multi_site_research,5,claude-sonnet-4-6,2026-03-26T22:08:05.892Z,true,232095,204129,780,0,0.1778052,25.979,7,0,0
agent-browser-axi,multi_site_research,5,claude-sonnet-4-6,2026-03-26T22:08:07.805Z,true,268398,240115,1008,0,0.193209,25.272,8,0,0
chrome-devtools-mcp-compressed-cli,multi_site_research,1,claude-sonnet-4-6,2026-03-26T22:08:16.799Z,true,415555,382973,1626,0,0.26145465,43.486,12,0,0
chrome-devtools-mcp,multi_site_research,2,claude-sonnet-4-6,2026-03-26T22:08:21.502Z,true,572772,546494,1839,0,0.29006445000000003,42.53,12,0,0
chrome-devtools-mcp-code,multi_page_comparison,5,claude-sonnet-4-6,2026-03-26T22:08:25.562Z,true,135716,108979,1324,0,0.15281370000000002,26.459,4,0,0
agent-browser-axi,tabular_data_analysis,1,claude-sonnet-4-6,2026-03-26T22:08:42.313Z,true,132410,105763,625,0,0.1410264,25.88,4,0,0
chrome-devtools-mcp-search,wikipedia_deep_extraction,1,claude-sonnet-4-6,2026-03-26T22:08:47.371Z,true,276138,242961,1345,0,0.21746880000000002,33.231,8,0,0
agent-browser,tabular_data_analysis,1,claude-sonnet-4-6,2026-03-26T22:08:50.079Z,true,198889,170757,1353,0,0.17701185,35.276,6,0,0
chrome-devtools-mcp-compressed-cli,multi_site_research,2,claude-sonnet-4-6,2026-03-26T22:09:01.861Z,true,420128,387131,1604,0,0.2639283,40.867,12,0,0
chrome-devtools-mcp,multi_site_research,3,claude-sonnet-4-6,2026-03-26T22:09:14.046Z,true,478521,453477,1339,0,0.25003335,42.282,10,0,0
chrome-devtools-mcp-search,wikipedia_deep_extraction,2,claude-sonnet-4-6,2026-03-26T22:09:26.166Z,true,226013,200695,1289,0,0.174477,29.997,7,0,0
agent-browser-axi,tabular_data_analysis,2,claude-sonnet-4-6,2026-03-26T22:09:26.556Z,true,172675,142733,1503,0,0.1776429,35.469,5,0,0
chrome-devtools-mcp-code,wikipedia_search_click,1,claude-sonnet-4-6,2026-03-26T22:09:29.904Z,true,413374,370588,2200,0,0.30461489999999997,55.111,11,0,0
agent-browser,tabular_data_analysis,2,claude-sonnet-4-6,2026-03-26T22:09:33.745Z,true,274879,243510,969,0,0.20521499999999998,34.644,8,0,0
chrome-devtools-mcp-compressed-cli,multi_site_research,3,claude-sonnet-4-6,2026-03-26T22:10:03.149Z,true,408522,378651,1339,0,0.24568679999999996,52.147,12,0,0
chrome-devtools-mcp,multi_site_research,4,claude-sonnet-4-6,2026-03-26T22:10:03.796Z,true,527495,502175,1485,0,0.26786699999999997,41.323,11,0,0
agent-browser-axi,tabular_data_analysis,3,claude-sonnet-4-6,2026-03-26T22:10:18.811Z,true,251420,220722,1575,0,0.20495309999999997,43.131,7,0,0
chrome-devtools-mcp-search,wikipedia_deep_extraction,3,claude-sonnet-4-6,2026-03-26T22:10:20.942Z,true,271324,240097,1339,0,0.20920709999999998,33.489,8,0,0
agent-browser,tabular_data_analysis,3,claude-sonnet-4-6,2026-03-26T22:10:33.104Z,true,321086,288596,2006,0,0.23849879999999998,50.432,9,0,0
chrome-devtools-mcp-search,wikipedia_deep_extraction,4,claude-sonnet-4-6,2026-03-26T22:10:45.838Z,true,199497,170517,769,0,0.17135835,20.995,6,0,0
pinchtab,wikipedia_search_click,1,claude-sonnet-4-6,2026-03-26T22:10:47.914Z,false,31053,8603,0,0,0.08676690000000001,300.154,0,0,0
chrome-devtools-mcp-compressed-cli,multi_site_research,4,claude-sonnet-4-6,2026-03-26T22:10:52.452Z,true,377671,345799,1502,0,0.24578069999999996,40.523,11,0,0
chrome-devtools-mcp-code,wikipedia_search_click,2,claude-sonnet-4-6,2026-03-26T22:10:53.841Z,true,498769,461814,2754,0,0.31842495,74.891,13,0,0
agent-browser-axi,tabular_data_analysis,4,claude-sonnet-4-6,2026-03-26T22:10:55.053Z,true,132430,105780,637,0,0.14122275,27.528,4,0,0
agent-browser,tabular_data_analysis,4,claude-sonnet-4-6,2026-03-26T22:11:11.250Z,true,274516,244122,1062,0,0.20313735000000002,32.931,8,0,0
chrome-devtools-mcp,multi_site_research,5,claude-sonnet-4-6,2026-03-26T22:11:13.772Z,true,576356,551052,1726,0,0.28608435,62.108,12,0,0
chrome-devtools-mcp-search,wikipedia_deep_extraction,5,claude-sonnet-4-6,2026-03-26T22:11:31.347Z,true,198207,169612,923,0,0.1719531,27.225,6,0,0
agent-browser-axi,tabular_data_analysis,5,claude-sonnet-4-6,2026-03-26T22:11:34.056Z,true,133800,105751,754,0,0.1482153,29.95,4,0,0
pinchtab,wikipedia_search_click,2,claude-sonnet-4-6,2026-03-26T22:11:35.928Z,false,260337,234346,1053,0,0.18355830000000004,34.846,8,0,0
chrome-devtools-mcp,tabular_data_analysis,1,claude-sonnet-4-6,2026-03-26T22:11:37.183Z,true,138694,115705,480,0,0.12811725000000002,14.923,3,0,0
chrome-devtools-mcp-code,wikipedia_search_click,3,claude-sonnet-4-6,2026-03-26T22:11:40.303Z,false,202678,175746,1428,0,0.17513355000000003,31.226,6,0,0
chrome-devtools-mcp-compressed-cli,multi_site_research,5,claude-sonnet-4-6,2026-03-26T22:11:44.372Z,true,375556,343000,1526,0,0.24786599999999998,43.911,11,0,0
agent-browser,tabular_data_analysis,5,claude-sonnet-4-6,2026-03-26T22:11:49.377Z,true,197925,170592,807,0,0.16577609999999998,28.753,6,0,0
agent-browser-axi,navigate_404,1,claude-sonnet-4-6,2026-03-26T22:11:57.639Z,true,95863,71726,388,0,0.11784855,14.128,3,0,0
chrome-devtools-mcp,tabular_data_analysis,2,claude-sonnet-4-6,2026-03-26T22:11:57.781Z,true,138598,115705,433,0,0.12705225,12.509,3,0,0
chrome-devtools-mcp-search,github_issue_investigation,1,claude-sonnet-4-6,2026-03-26T22:12:02.157Z,true,144767,103616,556,0,0.1937358,22.258,4,0,0
chrome-devtools-mcp-compressed-cli,tabular_data_analysis,1,claude-sonnet-4-6,2026-03-26T22:12:08.434Z,true,131240,103978,689,0,0.14375715,19.16,4,0,0
agent-browser,navigate_404,1,claude-sonnet-4-6,2026-03-26T22:12:10.975Z,true,127959,103630,376,0,0.12795900000000002,13.403,4,0,0
chrome-devtools-mcp,tabular_data_analysis,3,claude-sonnet-4-6,2026-03-26T22:12:17.578Z,true,140387,117313,460,0,0.12861840000000002,15.498,3,0,0
agent-browser-axi,navigate_404,2,claude-sonnet-4-6,2026-03-26T22:12:21.365Z,true,95874,71758,371,0,0.11752439999999999,18.544,3,0,0
chrome-devtools-mcp-search,github_issue_investigation,2,claude-sonnet-4-6,2026-03-26T22:12:36.298Z,true,144880,103858,589,0,0.19381965,24.115,4,0,0
agent-browser,navigate_404,2,claude-sonnet-4-6,2026-03-26T22:12:36.326Z,true,128173,103519,505,0,0.13107945000000001,13.921,4,0,0
agent-browser-axi,navigate_404,3,claude-sonnet-4-6,2026-03-26T22:12:38.090Z,true,95888,71557,416,0,0.11894535,11.488,3,0,0
chrome-devtools-mcp,tabular_data_analysis,4,claude-sonnet-4-6,2026-03-26T22:12:42.615Z,true,140387,117313,513,0,0.1294134,16.972,3,0,0
chrome-devtools-mcp-compressed-cli,tabular_data_analysis,2,claude-sonnet-4-6,2026-03-26T22:12:46.423Z,true,146493,108084,941,0,0.1905702,29.263,4,0,0
agent-browser-axi,navigate_404,4,claude-sonnet-4-6,2026-03-26T22:12:58.546Z,true,95882,71762,365,0,0.11745059999999999,11.352,3,0,0
agent-browser,navigate_404,3,claude-sonnet-4-6,2026-03-26T22:13:00.025Z,true,128004,103591,422,0,0.12895230000000002,14.737,4,0,0
chrome-devtools-mcp-search,github_issue_investigation,3,claude-sonnet-4-6,2026-03-26T22:13:03.770Z,true,145066,103815,587,0,0.19463550000000002,23.659,4,0,0
chrome-devtools-mcp,tabular_data_analysis,5,claude-sonnet-4-6,2026-03-26T22:13:04.333Z,true,140205,117313,441,0,0.1276509,14,3,0,0
chrome-devtools-mcp-code,wikipedia_search_click,4,claude-sonnet-4-6,2026-03-26T22:13:09.298Z,true,631604,580775,3396,0,0.4157692499999999,78.834,15,0,0
agent-browser-axi,navigate_404,5,claude-sonnet-4-6,2026-03-26T22:13:17.078Z,true,95863,71722,396,0,0.11798234999999999,12.781,3,0,0
agent-browser,navigate_404,4,claude-sonnet-4-6,2026-03-26T22:13:21.867Z,true,128068,103612,448,0,0.12950985,13.722,4,0,0
chrome-devtools-mcp-compressed-cli,tabular_data_analysis,3,claude-sonnet-4-6,2026-03-26T22:13:24.038Z,true,166937,138945,866,0,0.15963899999999998,29.055,5,0,0
chrome-devtools-mcp-search,github_issue_investigation,4,claude-sonnet-4-6,2026-03-26T22:13:32.604Z,true,144769,103616,552,0,0.1936833,20.553,4,0,0
chrome-devtools-mcp,navigate_404,1,claude-sonnet-4-6,2026-03-26T22:13:34.474Z,true,232429,208150,509,0,0.16112175,22.182,5,0,0
agent-browser-axi,broken_element_interaction,1,claude-sonnet-4-6,2026-03-26T22:13:39.561Z,true,95290,71933,466,0,0.11615565,12.943,3,0,0
agent-browser,navigate_404,5,claude-sonnet-4-6,2026-03-26T22:13:48.634Z,true,128068,103786,420,0,0.12848955,14.702,4,0,0
agent-browser-axi,broken_element_interaction,2,claude-sonnet-4-6,2026-03-26T22:14:00.527Z,true,95207,71903,409,0,0.11509290000000001,11.086,3,0,0
chrome-devtools-mcp-search,github_issue_investigation,5,claude-sonnet-4-6,2026-03-26T22:14:01.489Z,true,144779,103791,563,0,0.19328204999999998,20.579,4,0,0
chrome-devtools-mcp-code,wikipedia_search_click,5,claude-sonnet-4-6,2026-03-26T22:14:05.780Z,true,269635,227753,1765,0,0.2518524,42.917,7,0,0
chrome-devtools-mcp,navigate_404,2,claude-sonnet-4-6,2026-03-26T22:14:07.838Z,true,234941,210726,477,0,0.16117454999999997,28.855,5,0,0
chrome-devtools-mcp-compressed-cli,tabular_data_analysis,4,claude-sonnet-4-6,2026-03-26T22:14:09.602Z,true,257469,218408,1100,0,0.22849515,35.37,7,0,0
agent-browser,broken_element_interaction,1,claude-sonnet-4-6,2026-03-26T22:14:18.497Z,true,127391,103745,511,0,0.12745725,19.88,4,0,0
agent-browser-axi,broken_element_interaction,3,claude-sonnet-4-6,2026-03-26T22:14:19.983Z,true,95260,71928,392,0,0.1149504,11.408,3,0,0
chrome-devtools-mcp,navigate_404,3,claude-sonnet-4-6,2026-03-26T22:14:33.130Z,true,232429,208342,485,0,0.16009935,16.674,5,0,0
agent-browser-axi,broken_element_interaction,4,claude-sonnet-4-6,2026-03-26T22:14:36.435Z,true,95278,71924,467,0,0.1161567,12.775,3,0,0
agent-browser,broken_element_interaction,2,claude-sonnet-4-6,2026-03-26T22:14:39.933Z,true,127492,103993,535,0,0.1273404,13.382,4,0,0
chrome-devtools-mcp-compressed-cli,tabular_data_analysis,5,claude-sonnet-4-6,2026-03-26T22:14:49.328Z,true,172762,141609,898,0,0.17277195,27.07,5,0,0
chrome-devtools-mcp,navigate_404,4,claude-sonnet-4-6,2026-03-26T22:14:54.610Z,true,235025,210957,480,0,0.16073759999999998,17.983,5,0,0
agent-browser-axi,broken_element_interaction,5,claude-sonnet-4-6,2026-03-26T22:14:55.620Z,true,95208,71651,416,0,0.11607104999999998,10.753,3,0,0
agent-browser,broken_element_interaction,3,claude-sonnet-4-6,2026-03-26T22:15:04.752Z,true,159581,135518,675,0,0.14101215,16.147,5,0,0
chrome-devtools-mcp-compressed-cli,navigate_404,1,claude-sonnet-4-6,2026-03-26T22:15:18.035Z,true,159641,135126,614,0,0.14167455,20.402,5,0,0
chrome-devtools-mcp,navigate_404,5,claude-sonnet-4-6,2026-03-26T22:15:20.660Z,true,232345,208277,497,0,0.1601886,17.968,5,0,0
chrome-devtools-mcp-search,multi_site_research,1,claude-sonnet-4-6,2026-03-26T22:15:22.603Z,true,589495,558919,2626,0,0.3217077,72.066,19,0,0
agent-browser,broken_element_interaction,4,claude-sonnet-4-6,2026-03-26T22:15:28.285Z,true,127378,103763,487,0,0.1269864,15.549,4,0,0
chrome-devtools-mcp-compressed-cli,navigate_404,2,claude-sonnet-4-6,2026-03-26T22:15:47.286Z,true,159647,135043,576,0,0.14141339999999997,20.694,5,0,0
chrome-devtools-mcp,broken_element_interaction,1,claude-sonnet-4-6,2026-03-26T22:15:47.454Z,true,187016,163969,482,0,0.1428432,18.083,4,0,0
agent-browser,broken_element_interaction,5,claude-sonnet-4-6,2026-03-26T22:15:55.733Z,true,159627,135816,660,0,0.13993155000000002,18.836,5,0,0
chrome-devtools-mcp-compressed-cli,navigate_404,3,claude-sonnet-4-6,2026-03-26T22:16:16.541Z,true,159595,135025,616,0,0.1418805,20.738,5,0,0
chrome-devtools-mcp,broken_element_interaction,2,claude-sonnet-4-6,2026-03-26T22:16:19.946Z,true,186923,163927,469,0,0.14244435,22.494,4,0,0
chrome-devtools-mcp-code,wikipedia_deep_extraction,1,claude-sonnet-4-6,2026-03-26T22:16:34.894Z,true,771865,734100,7237,0,0.4703872500000001,131.308,21,0,0
chrome-devtools-mcp,broken_element_interaction,3,claude-sonnet-4-6,2026-03-26T22:16:44.682Z,true,186899,164074,462,0,0.14174219999999998,16.858,4,0,0
chrome-devtools-mcp-compressed-cli,navigate_404,4,claude-sonnet-4-6,2026-03-26T22:16:49.540Z,true,159547,135191,567,0,0.14039279999999998,24.756,5,0,0
pinchtab,wikipedia_search_click,3,claude-sonnet-4-6,2026-03-26T22:16:50.578Z,false,31045,8603,6,0,0.08682690000000001,300.169,0,0,0
chrome-devtools-mcp-search,multi_site_research,2,claude-sonnet-4-6,2026-03-26T22:16:55.776Z,true,585079,556022,2449,0,0.31248885000000004,83.152,19,0,0
chrome-devtools-mcp,broken_element_interaction,4,claude-sonnet-4-6,2026-03-26T22:17:07.526Z,true,184814,161779,456,0,0.1417512,15.373,4,0,0
chrome-devtools-mcp-compressed-cli,navigate_404,5,claude-sonnet-4-6,2026-03-26T22:17:21.452Z,true,159366,134753,521,0,0.14053515,23.737,5,0,0
chrome-devtools-mcp,broken_element_interaction,5,claude-sonnet-4-6,2026-03-26T22:17:34.753Z,true,186898,164072,486,0,0.14210535000000002,17.957,4,0,0
chrome-devtools-mcp-code,wikipedia_deep_extraction,2,claude-sonnet-4-6,2026-03-26T22:17:40.995Z,true,476054,439338,2408,0,0.3055959,58.847,13,0,0
chrome-devtools-mcp-compressed-cli,broken_element_interaction,1,claude-sonnet-4-6,2026-03-26T22:17:54.641Z,true,158836,134853,691,0,0.14075264999999998,24.174,5,0,0
chrome-devtools-mcp-search,multi_site_research,3,claude-sonnet-4-6,2026-03-26T22:18:08.053Z,true,589656,558628,2588,0,0.32274689999999995,63.835,19,0,0
chrome-devtools-mcp-code,wikipedia_deep_extraction,3,claude-sonnet-4-6,2026-03-26T22:18:16.939Z,true,131273,105436,1566,0,0.15200580000000002,25.854,4,0,0
chrome-devtools-mcp-compressed-cli,broken_element_interaction,2,claude-sonnet-4-6,2026-03-26T22:18:23.478Z,true,158853,135091,669,0,0.1396653,19.768,5,0,0
chrome-devtools-mcp-compressed-cli,broken_element_interaction,3,claude-sonnet-4-6,2026-03-26T22:18:46.680Z,true,158838,135295,654,0,0.13868025,18.766,5,0,0
chrome-devtools-mcp-code,wikipedia_deep_extraction,4,claude-sonnet-4-6,2026-03-26T22:18:58.939Z,true,186021,155005,1754,0,0.18911699999999998,31.581,5,0,0
chrome-devtools-mcp-compressed-cli,broken_element_interaction,4,claude-sonnet-4-6,2026-03-26T22:19:18.395Z,true,158832,135050,675,0,0.139818,27.673,5,0,0
chrome-devtools-mcp-search,multi_site_research,4,claude-sonnet-4-6,2026-03-26T22:19:31.733Z,true,508937,477812,2143,0,0.29219385000000003,73.699,15,0,0
chrome-devtools-mcp-compressed-cli,broken_element_interaction,5,claude-sonnet-4-6,2026-03-26T22:19:42.381Z,true,158813,135068,657,0,0.13941465000000003,20.3,5,0,0
chrome-devtools-mcp-code,wikipedia_deep_extraction,5,claude-sonnet-4-6,2026-03-26T22:20:21.900Z,true,541083,501139,3918,0,0.3588896999999999,73.045,15,0,0
chrome-devtools-mcp-search,multi_site_research,5,claude-sonnet-4-6,2026-03-26T22:20:30.650Z,true,518286,488191,2100,0,0.29080005000000003,50.891,15,0,0
chrome-devtools-mcp-search,tabular_data_analysis,1,claude-sonnet-4-6,2026-03-26T22:21:00.302Z,true,206050,173987,853,0,0.18522060000000004,21.56,6,0,0
chrome-devtools-mcp-code,github_issue_investigation,1,claude-sonnet-4-6,2026-03-26T22:21:25.918Z,true,375489,345694,2959,0,0.25981545,53.831,11,0,0
chrome-devtools-mcp-search,tabular_data_analysis,2,claude-sonnet-4-6,2026-03-26T22:21:33.816Z,true,198019,166612,917,0,0.1815081,24.409,6,0,0
pinchtab,wikipedia_search_click,4,claude-sonnet-4-6,2026-03-26T22:22:02.406Z,false,31029,8603,6,0,0.08676690000000001,300.182,0,0,0
chrome-devtools-mcp-search,tabular_data_analysis,3,claude-sonnet-4-6,2026-03-26T22:22:06.195Z,true,202109,168853,804,0,0.18741914999999998,23.91,6,0,0
chrome-devtools-mcp-search,tabular_data_analysis,4,claude-sonnet-4-6,2026-03-26T22:22:40.157Z,true,198909,170669,879,0,0.17027895,24.1,6,0,0
chrome-devtools-mcp-search,tabular_data_analysis,5,claude-sonnet-4-6,2026-03-26T22:23:11.391Z,true,199051,148082,835,0,0.2480766,26.287,6,0,0
chrome-devtools-mcp-code,github_issue_investigation,2,claude-sonnet-4-6,2026-03-26T22:23:31.726Z,true,828687,792084,5766,0,0.46135919999999997,113.971,22,0,0
chrome-devtools-mcp-search,navigate_404,1,claude-sonnet-4-6,2026-03-26T22:23:58.641Z,true,192022,167265,628,0,0.1524315,42.171,6,0,0
chrome-devtools-mcp-code,github_issue_investigation,3,claude-sonnet-4-6,2026-03-26T22:24:05.414Z,true,197087,170274,1099,0,0.1681107,27.935,6,0,0
chrome-devtools-mcp-search,navigate_404,2,claude-sonnet-4-6,2026-03-26T22:24:25.946Z,true,192020,167257,596,0,0.15197160000000004,21.736,6,0,0
chrome-devtools-mcp-code,github_issue_investigation,4,claude-sonnet-4-6,2026-03-26T22:25:01.104Z,true,137651,104462,759,0,0.1671786,50.404,4,0,0
chrome-devtools-mcp-search,navigate_404,3,claude-sonnet-4-6,2026-03-26T22:25:20.337Z,false,31018,8603,8,0,0.08675565,19.381,0,0,0
chrome-devtools-mcp-code,github_issue_investigation,5,claude-sonnet-4-6,2026-03-26T22:25:25.717Z,true,102647,72626,707,0,0.14496855,19.998,3,0,0
chrome-devtools-mcp-search,navigate_404,4,claude-sonnet-4-6,2026-03-26T22:26:23.892Z,false,31014,8603,8,0,0.08674064999999999,24.513,0,0,0
chrome-devtools-mcp-code,multi_site_research,1,claude-sonnet-4-6,2026-03-26T22:26:31.613Z,true,395158,364570,2731,0,0.265032,60.525,11,0,0
pinchtab,wikipedia_search_click,5,claude-sonnet-4-6,2026-03-26T22:27:08.942Z,false,31019,8603,6,0,0.08672940000000001,300.152,0,0,0
chrome-devtools-mcp-search,navigate_404,5,claude-sonnet-4-6,2026-03-26T22:27:25.585Z,false,31009,8603,8,0,0.0867219,21.677,0,0,0
chrome-devtools-mcp-search,broken_element_interaction,1,claude-sonnet-4-6,2026-03-26T22:27:53.895Z,true,159574,135624,672,0,0.14057370000000002,24.517,5,0,0
